# RD|Action Code|State Code|County Code|Site ID|Parameter|POC|Sample Duration|Unit|Method|Date|Start Time|Sample Value|Null Data Code|Sampling Frequency|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
# RC|Action Code|State Code|County Code|Site ID|Parameter|POC|Unit|Method|Year|Period|Number of Samples|Composite Type|Sample Value|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
RD|I|40|001|9009|88103|1|7|105|800|20231108|00:00|0.00000||||||||||||||.00011|.00007
RD|I|40|001|9009|88103|1|7|105|800|20231111|00:00|0.00000||||||||||||||.00011|.00007
RD|I|40|001|9009|88103|1|7|105|800|20231114|00:00|0.00004||||||||||||||.00011|.00007
RD|I|40|001|9009|88103|1|7|105|800|20231117|00:00|0.00000||||||||||||||.00011|.00007
RD|I|40|001|9009|88103|1|7|105|800|20231120|00:00|0.00000||||||||||||||.00011|.00007
RD|I|40|001|9009|88103|1|7|105|800|20231123|00:00|0.00000||||||||||||||.00011|.00007
RD|I|40|001|9009|88103|1|7|105|800|20231126|00:00|0.00000||||||||||||||.00011|.00007
RD|I|40|001|9009|88103|1|7|105|800|20231129|00:00|0.00000||||||||||||||.00011|.00007
RD|I|40|001|9009|88103|1|7|105|800|20231202|00:00|0.00000||||||||||||||.00011|.00007
RD|I|40|001|9009|88103|1|7|105|800|20231205|00:00|0.00000||||||||||||||.00011|.00007
RD|I|40|001|9009|88103|1|7|105|800|20231208|00:00|0.00000||||||||||||||.00011|.00007
RD|I|40|001|9009|88103|1|7|105|800|20231211|00:00|0.00000||||||||||||||.00011|.00007
RD|I|40|001|9009|88103|1|7|105|800|20231214|00:00|0.00000||||||||||||||.00011|.00007
RD|I|40|001|9009|88103|1|7|105|800|20231217|00:00|0.00004||||||||||||||.00011|.00007
RD|I|40|001|9009|88103|1|7|105|800|20231220|00:00|0.00009||||||||||||||.00011|.00007
RD|I|40|001|9009|88103|1|7|105|800|20231223|00:00|0.00000||||||||||||||.00011|.00007
RD|I|40|001|9009|88103|1|7|105|800|20231226|00:00|0.00000||||||||||||||.00011|.00007
RD|I|40|001|9009|88103|1|7|105|800|20231229|00:00|0.00026||||||||||||||.00011|.00009
RD|I|40|001|9009|88112|1|7|105|800|20230103|00:00|0.00001||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230106|00:00|0.00012||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230109|00:00|0.00022||||||||||||||.00011|.00008
RD|I|40|001|9009|88112|1|7|105|800|20230112|00:00|0.00017||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230115|00:00|0.00008||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230118|00:00||AF||||||||||||||
RD|I|40|001|9009|88112|1|7|105|800|20230121|00:00|0.00009||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230124|00:00|0.00013||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230127|00:00|0.00005||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230130|00:00|0.00001||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230202|00:00||AF||||||||||||||
RD|I|40|001|9009|88112|1|7|105|800|20230205|00:00|0.00019||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230208|00:00|0.00001||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230211|00:00|0.00018||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230214|00:00|0.00026||||||||||||||.00011|.00008
RD|I|40|001|9009|88112|1|7|105|800|20230217|00:00|0.00004||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230220|00:00|0.00011||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230223|00:00|0.00005||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230226|00:00|0.00021||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230301|00:00|0.00024||||||||||||||.00014|.0001
RD|I|40|001|9009|88112|1|7|105|800|20230304|00:00|0.00021||||||||||||||.00014|.00009
RD|I|40|001|9009|88112|1|7|105|800|20230307|00:00|0.00028||||||||||||||.00014|.0001
RD|I|40|001|9009|88112|1|7|105|800|20230310|00:00|0.00011||||||||||||||.00014|.00009
RD|I|40|001|9009|88112|1|7|105|800|20230313|00:00|0.00020||||||||||||||.00014|.00009
RD|I|40|001|9009|88112|1|7|105|800|20230316|00:00||AD||||||||||||||
RD|I|40|001|9009|88112|1|7|105|800|20230319|00:00||AD||||||||||||||
RD|I|40|001|9009|88112|1|7|105|800|20230322|00:00||AD||||||||||||||
RD|I|40|001|9009|88112|1|7|105|800|20230325|00:00||AD||||||||||||||
RD|I|40|001|9009|88112|1|7|105|800|20230328|00:00||AD||||||||||||||
RD|I|40|001|9009|88112|1|7|105|800|20230331|00:00||AD||||||||||||||
RD|I|40|001|9009|88112|1|7|105|800|20230403|00:00||AD||||||||||||||
RD|I|40|001|9009|88112|1|7|105|800|20230406|00:00||AN||||||||||||||
RD|I|40|001|9009|88112|1|7|105|800|20230409|00:00||AN||||||||||||||
RD|I|40|001|9009|88112|1|7|105|800|20230412|00:00|0.00024||||||||||||||.00013|.00009
RD|I|40|001|9009|88112|1|7|105|800|20230415|00:00|0.00013||||||||||||||.00013|.00008
RD|I|40|001|9009|88112|1|7|105|800|20230418|00:00|0.00014||||||||||||||.00013|.00008
RD|I|40|001|9009|88112|1|7|105|800|20230421|00:00|0.00016||||||||||||||.00013|.00008
RD|I|40|001|9009|88112|1|7|105|800|20230424|00:00|0.00018||||||||||||||.00013|.00008
RD|I|40|001|9009|88112|1|7|105|800|20230427|00:00|0.00010||||||||||||||.00013|.00008
RD|I|40|001|9009|88112|1|7|105|800|20230430|00:00|0.00002||||||||||||||.00013|.00008
RD|I|40|001|9009|88112|1|7|105|800|20230503|00:00|0.00014||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230506|00:00|0.00007||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230509|00:00|0.00009||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230512|00:00|0.00004||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230515|00:00|0.00002||||||||||||||.00011|.00006
RD|I|40|001|9009|88112|1|7|105|800|20230518|00:00|0.00016||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230521|00:00|-0.00002||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230524|00:00|0.00022||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230527|00:00|0.00028||||||||||||||.00011|.00008
RD|I|40|001|9009|88112|1|7|105|800|20230530|00:00|0.00036||||||||||||||.00011|.00009
RD|I|40|001|9009|88112|1|7|105|800|20230602|00:00|0.00039||||||||||||||.00013|.0001
RD|I|40|001|9009|88112|1|7|105|800|20230605|00:00|0.00018||||||||||||||.00013|.00008
RD|I|40|001|9009|88112|1|7|105|800|20230608|00:00|0.00022||||||||||||||.00013|.00008
RD|I|40|001|9009|88112|1|7|105|800|20230611|00:00|0.00013||||||||||||||.00013|.00008
RD|I|40|001|9009|88112|1|7|105|800|20230614|00:00|0.00018||||||||||||||.00013|.00008
RD|I|40|001|9009|88112|1|7|105|800|20230617|00:00|0.00014||||||||||||||.00013|.00008
RD|I|40|001|9009|88112|1|7|105|800|20230620|00:00|0.00020||||||||||||||.00013|.00008
RD|I|40|001|9009|88112|1|7|105|800|20230623|00:00|0.00014||||||||||||||.00013|.00008
RD|I|40|001|9009|88112|1|7|105|800|20230626|00:00|0.00018||||||||||||||.00013|.00008
RD|I|40|001|9009|88112|1|7|105|800|20230629|00:00|0.00028||||||||||||||.00013|.00009
RD|I|40|001|9009|88112|1|7|105|800|20230702|00:00|0.00015||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230705|00:00||AF||||||||||||||
RD|I|40|001|9009|88112|1|7|105|800|20230708|00:00|0.00013||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230711|00:00|0.00020||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230714|00:00|0.00023||||Y||||||||||.00011|.00008
RD|I|40|001|9009|88112|1|7|105|800|20230717|00:00|0.00046||||||||||||||.00011|.0001
RD|I|40|001|9009|88112|1|7|105|800|20230720|00:00|0.00112||||||||||||||.00011|.00019
RD|I|40|001|9009|88112|1|7|105|800|20230723|00:00|0.00019||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230726|00:00|0.00055||||||||||||||.00011|.00011
RD|I|40|001|9009|88112|1|7|105|800|20230729|00:00|0.00047||||||||||||||.00011|.0001
RD|I|40|001|9009|88112|1|7|105|800|20230801|00:00|0.00022||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230804|00:00|0.00028||||||||||||||.00011|.00008
RD|I|40|001|9009|88112|1|7|105|800|20230807|00:00|0.00007||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230810|00:00|0.00013||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230813|00:00|0.00010||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230816|00:00|0.00012||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230819|00:00|0.00021||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230822|00:00|0.00046||||||||||||||.00011|.0001
RD|I|40|001|9009|88112|1|7|105|800|20230825|00:00|0.00059||||||||||||||.00011|.00011
RD|I|40|001|9009|88112|1|7|105|800|20230828|00:00|0.00024||||||||||||||.00011|.00008
RD|I|40|001|9009|88112|1|7|105|800|20230831|00:00|0.00016||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230903|00:00|0.00021||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230906|00:00|0.00037||||||||||||||.00011|.00009
RD|I|40|001|9009|88112|1|7|105|800|20230909|00:00|0.00007||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230912|00:00|0.00010||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230915|00:00|0.00030||||||||||||||.00011|.00008
RD|I|40|001|9009|88112|1|7|105|800|20230918|00:00|0.00002||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230921|00:00|0.00011||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230924|00:00|0.00018||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230927|00:00|0.00020||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20230930|00:00|0.00016||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20231003|00:00|0.00027||||||||||||||.00011|.00008
RD|I|40|001|9009|88112|1|7|105|800|20231006|00:00|0.00003||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20231009|00:00|0.00019||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20231012|00:00|0.00017||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20231015|00:00|-0.00001||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20231018|00:00|0.00024||||||||||||||.00011|.00008
RD|I|40|001|9009|88112|1|7|105|800|20231021|00:00|0.00030||||||||||||||.00011|.00008
RD|I|40|001|9009|88112|1|7|105|800|20231024|00:00|0.00020||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20231027|00:00|0.00008||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20231030|00:00|0.00006||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20231102|00:00|0.00016||||||||||||||.00014|.00009
RD|I|40|001|9009|88112|1|7|105|800|20231105|00:00|0.00027||||||||||||||.00014|.00009
RD|I|40|001|9009|88112|1|7|105|800|20231108|00:00|0.00013||||||||||||||.00014|.00009
RD|I|40|001|9009|88112|1|7|105|800|20231111|00:00|0.00013||||||||||||||.00014|.00009
RD|I|40|001|9009|88112|1|7|105|800|20231114|00:00|0.00018||||||||||||||.00014|.00009
RD|I|40|001|9009|88112|1|7|105|800|20231117|00:00|0.00009||||||||||||||.00014|.00008
RD|I|40|001|9009|88112|1|7|105|800|20231120|00:00|0.00005||||||||||||||.00014|.00008
RD|I|40|001|9009|88112|1|7|105|800|20231123|00:00|0.00013||||||||||||||.00014|.00009
RD|I|40|001|9009|88112|1|7|105|800|20231126|00:00|0.00001||||||||||||||.00014|.00008
RD|I|40|001|9009|88112|1|7|105|800|20231129|00:00|0.00006||||||||||||||.00014|.00008
RD|I|40|001|9009|88112|1|7|105|800|20231202|00:00|0.00017||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20231205|00:00|0.00009||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20231208|00:00|0.00005||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20231211|00:00|0.00015||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20231214|00:00|0.00017||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20231217|00:00|0.00009||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20231220|00:00|0.00024||||||||||||||.00011|.00008
RD|I|40|001|9009|88112|1|7|105|800|20231223|00:00|0.00018||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20231226|00:00|0.00011||||||||||||||.00011|.00007
RD|I|40|001|9009|88112|1|7|105|800|20231229|00:00|0.00015||||||||||||||.00011|.00007
RD|I|40|001|9009|88128|1|7|105|800|20230103|00:00|0.00154||||||||||||||.00055|.00041
RD|I|40|001|9009|88128|1|7|105|800|20230106|00:00|0.00133||||||||||||||.00055|.00039
RD|I|40|001|9009|88128|1|7|105|800|20230109|00:00|0.00089||||||||||||||.00056|.00037
RD|I|40|001|9009|88128|1|7|105|800|20230112|00:00|0.00057||||||||||||||.00055|.00035
RD|I|40|001|9009|88128|1|7|105|800|20230115|00:00|0.00092||||||||||||||.00055|.00036
RD|I|40|001|9009|88128|1|7|105|800|20230118|00:00||AF||||||||||||||
RD|I|40|001|9009|88128|1|7|105|800|20230121|00:00|0.00208||||||||||||||.00055|.00046
RD|I|40|001|9009|88128|1|7|105|800|20230124|00:00|0.00115||||||||||||||.00056|.00038
RD|I|40|001|9009|88128|1|7|105|800|20230127|00:00|0.00087||||||||||||||.00054|.00036
RD|I|40|001|9009|88128|1|7|105|800|20230130|00:00|0.00089||||||||||||||.00055|.00036
RD|I|40|001|9009|88128|1|7|105|800|20230202|00:00||AF||||||||||||||
RD|I|40|001|9009|88128|1|7|105|800|20230205|00:00|0.00234||||||||||||||.00055|.00048
RD|I|40|001|9009|88128|1|7|105|800|20230208|00:00|0.00032||||||||||||||.00054|.00033
RD|I|40|001|9009|88128|1|7|105|800|20230211|00:00|0.00096||||||||||||||.00056|.00037
RD|I|40|001|9009|88128|1|7|105|800|20230214|00:00|0.00076||||||||||||||.00055|.00036
RD|I|40|001|9009|88128|1|7|105|800|20230217|00:00|0.00016||||||||||||||.00054|.00033
RD|I|40|001|9009|88128|1|7|105|800|20230220|00:00|0.00204||||||||||||||.00054|.00045
RD|I|40|001|9009|88128|1|7|105|800|20230223|00:00|0.00006||||||||||||||.00054|.00033
RD|I|40|001|9009|88128|1|7|105|800|20230226|00:00|0.00168||||||||||||||.00055|.00042
RD|I|40|001|9009|88128|1|7|105|800|20230301|00:00|0.00111||||||||||||||.00056|.00038
RD|I|40|001|9009|88128|1|7|105|800|20230304|00:00|0.00140||||||||||||||.00055|.0004
RD|I|40|001|9009|88128|1|7|105|800|20230307|00:00|0.00152||||||||||||||.00056|.00041
RD|I|40|001|9009|88128|1|7|105|800|20230310|00:00|0.00162||||||||||||||.00054|.00041
RD|I|40|001|9009|88128|1|7|105|800|20230313|00:00|0.00068||||||||||||||.00055|.00035
RD|I|40|001|9009|88128|1|7|105|800|20230316|00:00||AD||||||||||||||
RD|I|40|001|9009|88128|1|7|105|800|20230319|00:00||AD||||||||||||||
RD|I|40|001|9009|88128|1|7|105|800|20230322|00:00||AD||||||||||||||
